time,text,lower_text,sdf,event
Tue Sep 07 22:49:42 +0000 2010,"Miss Sinaloa, abatida en balacera, viajaba con narcos: PGJE

http://t.co/dG3PgCvy","miss sinaloa, abatida en balacera, viajaba con narcos: pgje

http://t.co/dg3pgcvy",#VALUE!,2
Sat Jun 11 06:13:23 +0000 2011,"Miss Sinaloa sí disparó en balacera, confirman estudios - Expediente Noticias http://t.co/qO8BEFlJ vía @ExpedienteN","miss sinaloa sí disparó en balacera, confirman estudios - expediente noticias http://t.co/qo8beflj vía @expedienten",#VALUE!,2
Sat Sep 04 22:44:44 +0000 2010,"Miss Sinaloa sí disparó en balacera, confirman estudios - Expediente Noticias http://t.co/KH43urxU vía @ExpedienteN","miss sinaloa sí disparó en balacera, confirman estudios - expediente noticias http://t.co/kh43urxu vía @expedienten",#VALUE!,2
Tue Dec 08 16:43:09 +0000 2009,Miss Sinaloa sí disparó en balacera en donde fue abatida http://t.co/VDzFy0aV,miss sinaloa sí disparó en balacera en donde fue abatida http://t.co/vdzfy0av,#VALUE!,2
Sat Oct 10 17:44:30 +0000 2009,Miss Sinaloa sí disparó en balacera en donde fue abatida :: La Razón ::  No sabia que las armas era parte de la preparacion para las Misses,miss sinaloa sí disparó en balacera en donde fue abatida :: la razón ::  no sabia que las armas era parte de la preparacion para las misses,#VALUE!,2
Mon Jun 15 16:50:35 +0000 2009,"Miss Sinaloa sí disparó en balacera en donde fue abatida
 http://t.co/SKM6wdbj","miss sinaloa sí disparó en balacera en donde fue abatida
 http://t.co/skm6wdbj",#VALUE!,2
Mon Oct 08 00:16:36 +0000 2012,Miss Sinaloa resultó herida con proyectil de arma de fuego durante una balacera entre presuntos delincuentes y militares,miss sinaloa resultó herida con proyectil de arma de fuego durante una balacera entre presuntos delincuentes y militares,#VALUE!,2
Sat Dec 10 02:47:23 +0000 2011,"Miss Sinaloa NO MURIO EN LA BALACERA, LA QUE MURIO FUE UNA PARTICIPANTE DE NUESTRA BELLEZA SINALOA 2012!!!","miss sinaloa no murio en la balacera, la que murio fue una participante de nuestra belleza sinaloa 2012!!!",#VALUE!,2
Sat Sep 24 16:04:18 +0000 2011,"Miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/wTlISBeu #bajacalifornia  #mexicalli    #cancun","miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/wtlisbeu #bajacalifornia  #mexicalli    #cancun",#VALUE!,2
Mon Nov 21 15:35:58 +0000 2011,"Miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/Oi7Budqt #hidalgo  #pachuca  #victoriafollow","miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/oi7budqt #hidalgo  #pachuca  #victoriafollow",#VALUE!,2
Sat Nov 19 23:06:04 +0000 2011,"Miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/n81BupOW #zacatecas    #durango    #nayarit","miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/n81bupow #zacatecas    #durango    #nayarit",#VALUE!,2
Sat Nov 19 23:06:04 +0000 2011,"Miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/n81BupOW #verfollow   #xalapa   #cordoba","miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/n81bupow #verfollow   #xalapa   #cordoba",#VALUE!,2
Tue Dec 06 15:21:25 +0000 2011,"Miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/m5Mk8QVD #matamoros   #cdjuarez   #cdvictoria","miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/m5mk8qvd #matamoros   #cdjuarez   #cdvictoria",#VALUE!,2
Sat Nov 19 16:42:49 +0000 2011,"Miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/ciJggbGx #puebla   #cuernavaca   #morelos","miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/cijggbgx #puebla   #cuernavaca   #morelos",#VALUE!,2
Sat Nov 19 16:42:49 +0000 2011,"Miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/ciJggbGx  #zacatecas    #durango    #nayarit","miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/cijggbgx  #zacatecas    #durango    #nayarit",#VALUE!,2
Wed Dec 07 14:55:46 +0000 2011,"Miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/8n9RCcfn #acafollow  #acapulco   #guerrero","miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/8n9rccfn #acafollow  #acapulco   #guerrero",#VALUE!,2
Sun Oct 30 21:37:42 +0000 2011,"Miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/0Yi6pfl7 #edomex    #mexico  #df","miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/0yi6pfl7 #edomex    #mexico  #df",#VALUE!,2
Sun Oct 30 21:37:42 +0000 2011,"Miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/0Yi6pfl7  #gdlfollo   #gdl   #jalisco","miss sinaloa murio en medio de una balacera, chequenlo -&gt; http://t.co/0yi6pfl7  #gdlfollo   #gdl   #jalisco",#VALUE!,2
Mon Nov 21 14:21:39 +0000 2011,Miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/v1LIG4mQ #hidalgo  #pachuca  #victoriafollow,miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/v1lig4mq #hidalgo  #pachuca  #victoriafollow,#VALUE!,2
Mon Nov 21 14:21:39 +0000 2011,Miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/v1LIG4mQ #acafollow  #acapulco   #guerrero,miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/v1lig4mq #acafollow  #acapulco   #guerrero,#VALUE!,2
Tue Dec 06 15:16:05 +0000 2011,Miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/RW4O4pHU #puebla   #cuernavaca   #morelos,miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/rw4o4phu #puebla   #cuernavaca   #morelos,#VALUE!,2
Mon Nov 21 15:35:58 +0000 2011,Miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/Oi7Budqt #verfollow   #xalapa   #cordoba,miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/oi7budqt #verfollow   #xalapa   #cordoba,#VALUE!,2
Tue Dec 06 15:21:25 +0000 2011,Miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/m5Mk8QVD #zacatecas    #durango    #nayarit,miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/m5mk8qvd #zacatecas    #durango    #nayarit,#VALUE!,2
Wed Dec 07 15:25:07 +0000 2011,Miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/HMGkIrVB  #bajacalifornia  #mexicalli    #cancun,miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/hmgkirvb  #bajacalifornia  #mexicalli    #cancun,#VALUE!,2
Wed Dec 07 15:09:21 +0000 2011,Miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/BYRrsK2S #mty   #mtyfollow   #nuevoleon   #Cadereyta,miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/byrrsk2s #mty   #mtyfollow   #nuevoleon   #cadereyta,#VALUE!,2
Wed Dec 07 14:55:46 +0000 2011,Miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/8n9RCcfn #zacatecas    #durango    #nayarit,miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/8n9rccfn #zacatecas    #durango    #nayarit,#VALUE!,2
Sun Oct 30 21:37:42 +0000 2011,Miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/0Yi6pfl7 #matamoros   #cdjuarez   #cdvictoria,miss sinaloa murio en medio de una balacera entre sicarios y el ejercito http://t.co/0yi6pfl7 #matamoros   #cdjuarez   #cdvictoria,#VALUE!,2
Wed Nov 25 20:32:05 +0000 2009,Miss Sinaloa muerta en balacera. Solo hay qué unir los hilos para completar la historia,miss sinaloa muerta en balacera. solo hay qué unir los hilos para completar la historia,#VALUE!,2
Tue May 08 15:14:31 +0000 2012,"Miss sinaloa muerta en balacera, que cosas No!","miss sinaloa muerta en balacera, que cosas no!",#VALUE!,2
Wed Sep 28 00:14:53 +0000 2011,MISS SINALOA MUERE EN BALACERA no que no? http://t.co/UPg97P1c #sinaloa #mundonarco,miss sinaloa muere en balacera no que no? http://t.co/upg97p1c #sinaloa #mundonarco,#VALUE!,2
Mon Jun 27 21:52:53 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército=&gt;http://t.co/DwgPV91a,miss sinaloa muere en balacera entre sicarios y el ejército=&gt;http://t.co/dwgpv91a,#VALUE!,2
Mon Jul 30 15:33:17 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército http://t.co/PVAOCtQD,miss sinaloa muere en balacera entre sicarios y el ejército http://t.co/pvaoctqd,#VALUE!,2
Mon Feb 01 20:00:29 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército http://t.co/gkOzZ2Nn …,miss sinaloa muere en balacera entre sicarios y el ejército http://t.co/gkozz2nn …,#VALUE!,2
Mon Nov 12 02:46:49 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército http://t.co/e6Gmidri,miss sinaloa muere en balacera entre sicarios y el ejército http://t.co/e6gmidri,#VALUE!,2
Thu Jan 06 23:32:06 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército http://t.co/8v27pLzn,miss sinaloa muere en balacera entre sicarios y el ejército http://t.co/8v27plzn,#VALUE!,2
Mon Nov 08 01:09:24 +0000 2010,"Miss Sinaloa muere en balacera entre sicarios y el ejercito http://t.co/6GTaHX6P vía @sdpnoticias / Perdóname Miss Bala por dudar, que feo.","miss sinaloa muere en balacera entre sicarios y el ejercito http://t.co/6gtahx6p vía @sdpnoticias / perdóname miss bala por dudar, que feo.",#VALUE!,2
Wed Feb 29 19:46:39 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército en Mocorito! http://t.co/cY0OCgqW vía @sdpnoticias _Y sigue la mata dando...,miss sinaloa muere en balacera entre sicarios y el ejército en mocorito! http://t.co/cy0ocgqw vía @sdpnoticias _y sigue la mata dando...,#VALUE!,2
Sun Nov 11 23:46:44 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/zYHcEKli,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/zyhcekli,#VALUE!,2
Sat Jan 02 05:13:32 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/ZVkDA3QL vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/zvkda3ql vía @sdpnoticias,#VALUE!,2
Tue Oct 05 04:23:46 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/zhFF1VXQ,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/zhff1vxq,#VALUE!,2
Wed Jul 04 17:32:31 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/YbY2aWrC vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/yby2awrc vía @sdpnoticias,#VALUE!,2
Tue Jan 13 14:48:38 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/YaisHOjr vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/yaishojr vía @sdpnoticias,#VALUE!,2
Fri Feb 06 18:07:05 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/Xw5miybw via @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/xw5miybw via @sdpnoticias,#VALUE!,2
Wed Jun 01 23:45:09 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/XMJ4j8u7,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/xmj4j8u7,#VALUE!,2
Wed Feb 24 15:29:56 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/x9hgthOP vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/x9hgthop vía @sdpnoticias,#VALUE!,2
Sat Dec 11 04:27:55 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/WWERlHWr vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/wwerlhwr vía @sdpnoticias,#VALUE!,2
Fri May 18 02:38:15 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/SXmnmQmV vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/sxmnmqmv vía @sdpnoticias,#VALUE!,2
Sat Nov 10 08:35:49 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/SiwbrZPc vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/siwbrzpc vía @sdpnoticias,#VALUE!,2
Sat Jul 02 03:13:40 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/rSLPPwFi,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/rslppwfi,#VALUE!,2
Sun May 22 17:15:31 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/reYJtWiK vía @sdpnoticias @cnnmex,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/reyjtwik vía @sdpnoticias @cnnmex,#VALUE!,2
Fri Apr 22 11:54:03 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/qQNov4cC,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/qqnov4cc,#VALUE!,2
Fri Jun 01 02:48:09 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/qOMyyi3i,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/qomyyi3i,#VALUE!,2
Tue Oct 05 04:23:46 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/pa0NL9bD,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/pa0nl9bd,#VALUE!,2
Sat Apr 21 19:37:12 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/oyS1zkNO vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/oys1zkno vía @sdpnoticias,#VALUE!,2
Wed Aug 19 03:49:47 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/ONLspv9Q,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/onlspv9q,#VALUE!,2
Wed Sep 12 08:16:42 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/nmzByQCE,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/nmzbyqce,#VALUE!,2
Thu Apr 16 15:43:32 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Mon Jun 07 03:20:13 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/Ml9ADw9e vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/ml9adw9e vía @sdpnoticias,#VALUE!,2
Mon Jul 05 05:23:48 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/lSGGILAX vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/lsggilax vía @sdpnoticias,#VALUE!,2
Tue Oct 26 15:52:32 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/LARI5SE5 vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/lari5se5 vía @sdpnoticias,#VALUE!,2
Thu Apr 16 15:43:32 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Wed May 25 16:04:00 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/jjVtiWIT vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/jjvtiwit vía @sdpnoticias,#VALUE!,2
Fri Feb 25 03:34:32 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/JEp5S2Hc,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/jep5s2hc,#VALUE!,2
Sun Feb 12 21:45:17 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/jDb8q0NE vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/jdb8q0ne vía @sdpnoticias,#VALUE!,2
Tue Jan 06 20:11:33 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/Ix9bR0pO vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/ix9br0po vía @sdpnoticias,#VALUE!,2
Tue Mar 13 20:41:51 +0000 2007,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/IwVvFmxW via @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/iwvvfmxw via @sdpnoticias,#VALUE!,2
Tue Nov 30 17:11:12 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/IOucR3H6,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/ioucr3h6,#VALUE!,2
Sun Dec 11 02:29:50 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/HmFj0BlD vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/hmfj0bld vía @sdpnoticias,#VALUE!,2
Tue Feb 09 14:49:21 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/HLkUmr98 /,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/hlkumr98 /,#VALUE!,2
Wed Nov 04 03:31:07 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/hJ5S37Cq,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/hj5s37cq,#VALUE!,2
Mon Apr 13 16:14:49 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/H8ez8tPf via @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/h8ez8tpf via @sdpnoticias,#VALUE!,2
Fri Apr 22 16:33:36 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/GIEfpajs,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/giefpajs,#VALUE!,2
Thu Aug 04 17:30:53 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/fNTDRhZ7,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/fntdrhz7,#VALUE!,2
Sat Jun 18 00:42:12 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/ERERPXUC vía @sdpnoticias #MexicoRojo,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/ererpxuc vía @sdpnoticias #mexicorojo,#VALUE!,2
Sat Aug 18 22:08:00 +0000 2012,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/DrhySNrj,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/drhysnrj,#VALUE!,2
Sun Sep 11 03:45:53 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/d0IAdhkK,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/d0iadhkk,#VALUE!,2
Sun May 02 17:21:07 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/Cx3H68Me vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/cx3h68me vía @sdpnoticias,#VALUE!,2
Tue Feb 16 21:42:02 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/CWQDFcGZ vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/cwqdfcgz vía @sdpnoticias,#VALUE!,2
Fri Jun 18 21:36:41 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/AJRzszOz vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/ajrzszoz vía @sdpnoticias,#VALUE!,2
Thu Apr 21 13:03:07 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/87uDx0o3 // como se explica algo así??,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/87udx0o3 // como se explica algo así??,#VALUE!,2
Sat May 08 16:32:26 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4aUgEqyn vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/4augeqyn vía @sdpnoticias,#VALUE!,2
Tue Jan 19 18:18:44 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4aIebiUs / OTRA MUÑECA ROTA!!!,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/4aiebius / otra muñeca rota!!!,#VALUE!,2
Mon Sep 14 13:16:47 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/4249okw7 vía @sdpnoticias,#VALUE!,2
Mon Sep 14 13:16:47 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Terrible,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/4249okw7 terrible,#VALUE!,2
Mon Sep 14 13:16:47 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 Otra reina entre balas,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/4249okw7 otra reina entre balas,#VALUE!,2
Mon Sep 14 13:16:47 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/4249oKw7 /,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/4249okw7 /,#VALUE!,2
Tue Jun 15 20:04:33 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/3hfDzLbX vía @sdpnoticias,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/3hfdzlbx vía @sdpnoticias,#VALUE!,2
Tue Jun 21 12:44:32 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/2e5lbr6x,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/2e5lbr6x,#VALUE!,2
Fri Jan 16 11:57:13 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/00cm4CKV vía  @FedericoArreola,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/00cm4ckv vía  @federicoarreola,#VALUE!,2
Sun Aug 29 22:58:08 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito | SDP Noticias http://t.co/uwnXLXxP,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito | sdp noticias http://t.co/uwnxlxxp,#VALUE!,2
Mon Apr 19 05:29:49 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito / CARAY!... TSSS.. http://t.co/NM30nrqf,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito / caray!... tsss.. http://t.co/nm30nrqf,#VALUE!,2
Thu Apr 16 15:43:32 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de #Mocorito http://t.co/5QlO1a6f,miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de #mocorito http://t.co/5qlo1a6f,#VALUE!,2
Thu Apr 08 19:51:47 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército | Noticias MegaVision: http://t.co/dKc3nywc,miss sinaloa muere en balacera entre sicarios y el ejército | noticias megavision: http://t.co/dkc3nywc,#VALUE!,2
Fri Nov 27 16:57:56 +0000 2009,Miss Sinaloa muere en balacera entre sicarios y el Ejército ... http://t.co/R6x1mSlu,miss sinaloa muere en balacera entre sicarios y el ejército ... http://t.co/r6x1mslu,#VALUE!,2
Tue Jan 19 17:57:14 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército - http://t.co/qedQxud5 http://t.co/ySYNyPtx vía @losgrillosmx,miss sinaloa muere en balacera entre sicarios y el ejército - http://t.co/qedqxud5 http://t.co/ysynyptx vía @losgrillosmx,#VALUE!,2
Wed Dec 14 04:35:37 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército - El diario Reforma ha dado a conocer que “durante un en... http://t.co/SluMcZlY,miss sinaloa muere en balacera entre sicarios y el ejército - el diario reforma ha dado a conocer que “durante un en... http://t.co/slumczly,#VALUE!,2
Wed Jan 05 21:54:54 +0000 2011,Miss Sinaloa muere en balacera entre sicarios y el Ejército - El diario Reforma ha dado a conocer que “durante un en... http://t.co/milz9TqF,miss sinaloa muere en balacera entre sicarios y el ejército - el diario reforma ha dado a conocer que “durante un en... http://t.co/milz9tqf,#VALUE!,2
Tue Nov 30 16:30:43 +0000 2010,Miss Sinaloa muere en balacera entre sicarios y el Ejército - El diario Reforma ha dado a conocer que “durante un en... http://t.co/8jgqcF84,miss sinaloa muere en balacera entre sicarios y el ejército - el diario reforma ha dado a conocer que “durante un en... http://t.co/8jgqcf84,#VALUE!,2
